fold_id,cv_tag,html_id,sent_id,text,tag
0,cv043,15013,19,"also of lesser note is the supporting role by joan allen , and in viewing the entire cast works well together from start to finish .",pos
0,cv043,15013,20,"there's not much to dislike about pleasantville , and its dynamic nature makes it the perfect movie for those who want serious as well as those who don't .",pos
0,cv044,16969,0,"what do you get when you slap together a movie based on a story by the legendary george lucas , directed by virtuoso director steven spielberg , and starring one of the biggest box-office stars in the world , harrison ford ?",pos
0,cv044,16969,1,"you get one hot-fudge-rockin' good time , that's what you get ! ! !",pos
0,cv044,16969,2,plot : professor/archeologist indiana jones sets out to find the long-lost mystical ark of the covenant before the nazis get their grubby fingers hands on it .,pos
0,cv044,16969,3,"adventures , snakes , romance and mucho action ensues .",pos
0,cv044,16969,4,"critique : astounding movie packed with non-stop action , stunts galore , an interesting story line , great one-liners , a solid cast , a catchy musical score , and all the fun and adventure that you could squeeze into a two-hour thrill ride .",pos
0,cv044,16969,5,"if you don't enjoy this film , then you just don't like action movies , period !",pos
0,cv044,16969,6,"if you're young , you'll enjoy its humor , its cool action sequences and its gross-out factor at times .",pos
0,cv044,16969,7,"if you're a little older , you'll appreciate the interesting plot line , the romance , and yes , the mountains of adventure .",pos
0,cv044,16969,8,"watching this movie made me feel like a kid again , dreaming and fantasizing about fighting the bad guys , travelling to different countries , making the impossible , possible !",pos
0,cv044,16969,9,"harrison ford is perfect as the every-man with the brains of a scientist and the brawn of an outdoors adventurer , and spielberg manages to achieve the ideal balance of action , fun , adventure and humor .",pos
0,cv044,16969,10,"now if you really want to have a good time , check into this movie on the same night as its two sequels , rent a jug of iced coke , truckloads of nachos and salsa , an adventure hat and whip , and prepare to gag yourself into a world of action-movie heaven !",pos
0,cv044,16969,11,"little known facts about this film and its stars : this picture was nominated for eight 1981 oscar nominations , including best picture .",pos
0,cv044,16969,12,"it lost that award to chariots of fire , but did manage to win for best art direction , best special effects , best film editing and best sound .",pos
0,cv044,16969,13,"actor tom selleck was originally cast as indiana jones , but was committed to his hit tv show , "" magnum p . i . "" .",pos
0,cv044,16969,14,"in filming the well of souls sequence , the producers scoured every pet shop in london and the south of england for every snake they could lay their hands on .",pos
0,cv044,16969,15,hence there are snakes that are identifiable from many different geographical areas .,pos
0,cv044,16969,16,"however , once all the snakes were on set , it became clear that there were not nearly enough of them , so spielberg had several hoses cut into lengths , and these were used as well .",pos
0,cv044,16969,17,"looking closely , you can tell which are the real snakes and which are not .",pos
0,cv044,16969,18,an early draft of the script had indy travelling to shanghai to recover a piece of the staff of ra .,pos
0,cv044,16969,19,"during his escape from the museum where it was housed , he sheltered from machine gun fire behind a giant rolling gong .",pos
0,cv044,16969,20,"also in the same script , indy and marion flee the chaos caused by the opening of the ark in a wild mine-cart chase sequence .",pos
0,cv044,16969,21,"both of these scenes were cut from the script , but ended up in 1984's indiana jones and the temple of doom .",pos
0,cv044,16969,22,this film begins with a shot of a peak in the jungle which is reminiscent of the paramount pictures logo .,pos
0,cv044,16969,23,the same type of opening is present in its sequels .,pos
0,cv044,16969,24,"jock's airplane at the beginning of the film has the registration number "" ob-cpo "" .",pos
0,cv044,16969,25,this is a reference to obi-wan and c-3po from george lucas' star wars ( 9 . 5/10 ) .,pos
0,cv044,16969,26,"also , the hieroglyphics in the well of souls include engravings of r2-d2 and c-3po .",pos
0,cv044,16969,27,they can be seen on a post to the right of indy and sallah as they remove the ark .,pos
0,cv044,16969,28,the script originally included a long fight between a swordsman and indiana with his whip .,pos
0,cv044,16969,29,"as legend has it , actor harrison ford was suffering diarrhea at the time , and asked if the scene could be shortened .",pos
0,cv044,16969,30,spielberg said the only way he could shorten it was if indy pulled out his gun and just shot the guy .,pos
0,cv044,16969,31,the entire crew laughed and that's how it was filmed .,pos
0,cv044,16969,32,"when indy first falls in the well of souls and is face to face with the cobra , you can see the snake's reflection on the glass dividing it and harrison ford , also some fingerprints and stuff like that .",pos
0,cv044,16969,33,"when indy is dragging along the ground , hanging onto the nazi soldier's truck with the ark inside , you can see the pad that he's being dragged on .",pos
0,cv045,23923,0,`we run tings .,pos
0,cv045,23923,1,tings don't run we . ',pos
0,cv045,23923,2,"-sound advice from capone ( paul campbell ) to his squaddie ( or partner ) , floyd ( winston bell ) .",pos
0,cv045,23923,3,"jamaican film , shot entirely on video , featuring a standard cop movie plot mixed with a dash of john woo-styled brotherhood morals ( and a little gunplay ) .",pos
0,cv045,23923,4,"capone , a tough as nails super cop , gets a transfer back to his hometown of kingston after successfully taking down some gangsters that have broken into his home ( while he was with his lady ) and killed his partner in front of him .",pos
0,cv045,23923,5,"when he arrives , he discovers that the ghetto where he grew up has gotten worse , thanks mainly to the crime boss wonie ( jamaican film veteran carl bradshaw ) , so named because his left hand has been amputated and replaced by a grasping hook ) .",pos
0,cv045,23923,6,"capone discovers that wonie has been smuggling guns inside shipments of charity supplies for the area churches and , much to his disappointment , also finds out his childhood friend ratty ( mark danvers ) has been helping him .",pos
0,cv045,23923,7,"torn between doing his job and protecting his best friend , capone must make some hard decisions in order to make things right again .",pos
0,cv045,23923,8,"directed deftly by first time jamaican filmmaker chris browne ( assistant director for such american films as how stella got her groove back and instinct ) , one hardly notices the film was shot on video after a while .",pos
0,cv045,23923,9,"shots are handled so efficiently that they quickly take on the nuances of the aforementioned john woo films , although the action isn't as hyperkinetic as most of woo's films are .",pos
0,cv045,23923,10,"the action scenes are handled with a kind of flair though , and eventually begin to take on a life of their own ( beyond the hong kong films that they are obviously patterned after ) .",pos
0,cv045,23923,11,"the make-up effects are particularly good in these scenes as well , with flawless squib work on display from the effects team .",pos
0,cv045,23923,12,"the cast is superb and listening to their dialogue , spoken with thick jamaican accents ( half of which have to be subtitled because of their extensive use of slang ) , just adds to the interest .",pos
0,cv045,23923,13,"paul campbell , as the `loose cannon' capone , essays his role perfectly , displaying the right amount of menace and compassion at the right times .",pos
0,cv045,23923,14,"mark danvers evokes sympathy as ratty , the part-time gun smuggler who is also trying to help the community by building football fields and organizing block parties to bring people together .",pos
0,cv045,23923,15,"unfortunately , carl bradshaw is given the least to do and his character as the crime boss seems ineffective ( largely because his underlings seem to run all over him ) , but then again , that could be the way his character was intended to be portrayed .",pos
0,cv045,23923,16,"the music in the film is composed of all reggae songs , and the soundtrack was produced by grammy award winning artists , sly and robbie ( who have worked with the likes of the rolling stones , maxi priest , bob dylan , james brown , grace jones , herbie hancock , bootsy collins , and carly simon among others ) .",pos
0,cv045,23923,17,"the end credit song , `we run tings' , by the group red dragon , is pretty decent and carries on the theme of the movie established early on by the quote that opens this review .",pos
0,cv045,23923,18,"oddly enough , desmond ballentine ( who plays the character deportee ) is well known as a pioneer in the realm of `gangsta' reggae as the performer ninjaman , and he doesn't contribute a single song to the film ( that i could see ) , which is virtually unheard of here in the us .",pos
0,cv045,23923,19,"at the time of this writing , third world cop has been put into limited theatrical release in the us , coming off of a six-month box-office breaking run in jamaica , where it holds the position as highest grossing film of all time ( bringing in $21 million in jamaica , which is roughly $500 , 000 us ) .",pos
0,cv045,23923,20,"palm pictures ( the company that released the offbeat , but entertaining six-string samurai ) is the company releasing the film and considering that their main focus is the dvd market , i can imagine that a disc will be available once the film has left theaters .",pos
0,cv045,23923,21,"chris blackwell , founder of palm pictures , was also involved in the production of another jamaican box-office smash in 1981 entitled countryman , so i'd say he has a pretty good track record .",pos
0,cv045,23923,22,"overall , third world cop is a pretty entertaining homage to the films of john woo , ringo lam , tsui hark , and many other action films by directors from hong kong .",pos
0,cv045,23923,23,"if action films are your thing and you don't mind intermittent subtitles , then you can't go wrong with this film .",pos
0,cv045,23923,24,the performances and the story are solid ( if only a little cliched ) and the action is tight .,pos
0,cv045,23923,25,"i'm not sure what the other jamaican films released in that country are like , but apparently third world cop's honors are well deserved .",pos
0,cv046,10188,0,"at first glance , it appears that the home alone movies are brainless slapstick intended for those with minds of 8-year olds .",pos
0,cv046,10188,1,that's true of home alone 2 and i'd bet money that it's true of home alone 3 ( opening soon ) .,pos
0,cv046,10188,2,"but home alone actually has a lot going for it , and the cartoon slapstick doesn't get in the way .",pos
0,cv046,10188,3,"the mcalisters , all 15 of them , are going to france for the holidays .",pos
0,cv046,10188,4,four adults and eleven kids are spending the night together before heading to the airport en masse .,pos
0,cv046,10188,5,"the littlest kid , kevin , is the victim of the older kids' cruelty .",pos
0,cv046,10188,6,"kevin's patience runs out when he learns that his plain-cheese pizza has already been eaten , and he's going to have to starve .",pos
0,cv046,10188,7,"he attacks his big bully brother buzz , who had been teasing him .",pos
0,cv046,10188,8,"the fight disrupts the already-chaotic dinner , spilling milk and soft drinks all over the table , a few cousins , and an uncle .",pos
0,cv046,10188,9,the knee-jerk reaction is for everyone to blame kevin .,pos
0,cv046,10188,10,"nobody came to his rescue when he was being teased , but they all point their fingers when he fights back .",pos
0,cv046,10188,11,the ultimate punishment comes from mom ( catherine o'hara ) who sends him up to the spare bedroom in the attic for the night .,pos
0,cv046,10188,12,"on his way up the stairs , he tells her that "" families suck "" and that he hopes never to see any of his family again .",pos
0,cv046,10188,13,"that night the power goes out , knocking out the alarm clocks , so the mcalisters wake up in a big hurry to get to the airport .",pos
0,cv046,10188,14,"in a surprisingly plausible setup , kevin is mistakenly accounted for , and the family heads off without him .",pos
0,cv046,10188,15,"it's interesting that , in a subtle way , his parents never noticed him missing because of their deliberate desire to separate themselves from their children .",pos
0,cv046,10188,16,"first they delegate the headcount to an older sibling , and second , they put all the kids in coach while they fly first class .",pos
0,cv046,10188,17,they're two-thirds of the way across the atlantic before they realize they are missing a child .,pos
0,cv046,10188,18,"meanwhile , kevin believes that somehow his wish has come true .",pos
0,cv046,10188,19,he's finally rid of his family !,pos
0,cv046,10188,20,life is a dream come true .,pos
0,cv046,10188,21,"he can jump on the beds , watch r-rated movies , eat gobs of ice cream and potato chips , and dig through his big brother's secret box .",pos
0,cv046,10188,22,"slowly , the novelty wears off and he settles into the mundane .",pos
0,cv046,10188,23,"he grooms himself , he does the laundry , he goes shopping ( "" i bought some milk , eggs , and fabric softener "" ) .",pos
0,cv046,10188,24,"he also starts to miss his family , not just for their company , but for the security they bring .",pos
0,cv046,10188,25,"the furnace in the basement is a scary monster , the old man next door is a snow-shovel murderer , and two crooks are trying to break into his house .",pos
0,cv046,10188,26,macaulay culkin is cute but he isn't much of an actor .,pos
0,cv046,10188,27,"still , we can see that kevin's character grows , thanks to some good direction and editing .",pos
0,cv046,10188,28,"for example , acting has little to do with the emotional impact of the scene where kevin searches out a seasonal santa at night , just as "" santa "" is getting in his car .",pos
0,cv046,10188,29,kevin asks the man to pass on his request - he wants his family back - to the real santa .,pos
0,cv046,10188,30,he learned how to deal with the furnace .,pos
0,cv046,10188,31,you turn on the lights and it's not so scary anymore .,pos
0,cv046,10188,32,"he goes to a church one evening and there he sees the snow-shovel murderer , who actually turns out to be a nice man .",pos
0,cv046,10188,33,they talk about their fears and kevin learns that age alone does not make you less afraid .,pos
0,cv046,10188,34,"finally , in the last 20 minutes , kevin confronts his last fear - the bandits , head on ( literally ) .",pos
0,cv046,10188,35,"this last act is full of violent comedic slapstick , and after the movie's genuine dramatic setup , it is dessert .",pos
0,cv046,10188,36,"it's a lot of fun , and it doesn't overwhelm the rest of the movie .",pos
0,cv046,10188,37,"on the whole , home alone is a great holiday movie .",pos
0,cv046,10188,38,"john williams' original score has the sound and feel of holiday music without the disadvantage of being overplayed at the malls , and the christmas setting can put you in the mood for those family gatherings .",pos
0,cv046,10188,39,but it does have its flaws .,pos
0,cv046,10188,40,the smallest problem is that culkin doesn't act very well .,pos
0,cv046,10188,41,"as i said before , he is cute , but repeated viewings reveal more about how columbus covered himself than about culkin's insight into his character .",pos
0,cv046,10188,42,"the biggest problem is that during the cartoony coda , the villains threaten kevin's life about five times .",pos
0,cv046,10188,43,"instead of "" i'm gonna get that kid "" they say "" i'm gonna kill that kid . """,pos
0,cv046,10188,44,"some might argue that the tone is the same , but i strongly disagree .",pos
0,cv046,10188,45,mixing comedy with specific and viable threats of murder is a sociopathic faux-pas .,pos
0,cv046,10188,46,"i'll probably never see home alone 3 , and i wish i had skipped home alone 2 , but i do enjoy home alone almost every year .",pos
0,cv046,10188,47,"don't let your impressions of the others detract from the original , which has much more to offer than cartoon slapstick .",pos
0,cv047,1754,0,"-- comedy , rated pg , runs about 1 : 40 -- starring : john goodman , kathy moriarty , and a bunch of teenagers -- directed by joe dante and written by charles hass --",pos
0,cv047,1754,1,summary : lawrence woolsley ( john goodman ) brings his new horror film mant !,pos
0,cv047,1754,2,to premiere in key west during the height of the cuban missile crisis .,pos
0,cv047,1754,3,he hopes to capitalize on the tense moment by providing an escape for the town .,pos
0,cv047,1754,4,we see most of the events through the stories of four teenagers and how life affects them .,pos
0,cv047,1754,5,quick and easy review : i really enjoyed matinee .,pos
0,cv047,1754,6,the mixture of comedy and tension blended nicely .,pos
0,cv047,1754,7,"unlike many comedies this film tries , and succeeds , in getting past the stage of doing anything for a laugh .",pos
0,cv047,1754,8,the makers of the film also cared about telling an intelligent story .,pos
0,cv047,1754,9,"the performances of all the principals are right on the mark , particularly john goodman as the schlock master .",pos
0,cv047,1754,10,"so i would definitely recommend this film to anyone looking for a light hearted , yet interesting way to spend a couple of hours .",pos
0,cv047,1754,11,"longer , more detailed review : [beware of spoilers]",pos
0,cv047,1754,12,"the primary reason i enjoyed this film was , that while being a comedy , the film also had an intelligent story to tell .",pos
0,cv047,1754,13,too many comedies today subscribe to the the notion that a comedy need only make you laugh .,pos
0,cv047,1754,14,"you watch the movie , laugh a lot , leave the theatre and take nothing with you .",pos
0,cv047,1754,15,matinee is not like that .,pos
0,cv047,1754,16,i left the picture thinking about what i would do faced with the cuban missile crisis .,pos
0,cv047,1754,17,i found myself wondering what would happen to the characters of the film .,pos
0,cv047,1754,18,"but most importantly , i found myself caring about what would happen to the characters .",pos
0,cv047,1754,19,"the comedy of the film centers around goodman , his character , and the film he brings to key west .",pos
0,cv047,1754,20,i believe that goodman is one of the finest comedic actors in the business today .,pos
0,cv047,1754,21,he is highly expressive both physically and vocally .,pos
0,cv047,1754,22,i felt he at least deserved an oscar nomination for his work in barton fink .,pos
0,cv047,1754,23,"the other characters are often lost in a scene with him due to his commanding nature , however , while the star , goodman is actually not at the center of the film .",pos
0,cv047,1754,24,"the movie is really the story of the four teenagers , discovering who they are and what they want , against a background where at any minute it could all end .",pos
0,cv047,1754,25,i thought the kids reaction were highly realistic .,pos
0,cv047,1754,26,"they tried to block it out , they tried to escape from the concerns of their world .",pos
0,cv047,1754,27,"unfortunately it kept creeping back in , particularly with the fear , and the chaos of the time .",pos
0,cv047,1754,28,"while the comedy centered on goodman , and the drama on the teens , there was a great deal of overlap .",pos
0,cv047,1754,29,several aspects of the panic are shown in a humorous light .,pos
0,cv047,1754,30,one example is a scene where people are fighting each other for the the last cans and boxes of food in a grocery store .,pos
0,cv047,1754,31,"if you think about it the threat of nuclear annihilation seems hardly to be the backdrop for a comedy , but it works here .",pos
0,cv047,1754,32,another reason i like this film is that i like b- science fiction movies .,pos
0,cv047,1754,33,one of my favorite films to go watch is plan 9 from outer space .,pos
0,cv047,1754,34,"( note i did not say it was one of my favorite movies , but one of my favorite to see . )",pos
0,cv047,1754,35,while mant !,pos
0,cv047,1754,36,"never got made , many films like it were , and mant !",pos
0,cv047,1754,37,serves mostly as dante's homage to the b-films he loves .,pos
0,cv047,1754,38,"so again i would like to recommend matinee to anybody looking for a good , humorous story .",pos
0,cv047,1754,39,"this isn't a gag film like many other comedies but an intelligent , well-thought out , film about real people with real problems told in an often hilarious way .",pos
0,cv047,1754,40,enjoy !,pos
0,cv048,16828,0,"when _star wars_ came out some twenty years ago , the image of traveling throughout the stars has become a commonplace image .",pos
0,cv048,16828,1,"when the millenium falcon moves throughout the stars , we see constellations , meteor showers , and cool space-ships .",pos
0,cv048,16828,2,"when han solo goes light speed , the stars change to bright lines , going towards the viewer in lines that converge at an invisible point .",pos
0,cv048,16828,3,cool .,pos
0,cv048,16828,4,"_october sky_ offers a much simpler image--that of a single white dot , traveling horizontally across the night sky .",pos
0,cv048,16828,5,"was it really only forty years ago , when sputnik was launched , and that before then , no satellites ever existed ?",pos
0,cv048,16828,6,"have we become so technologically advanced that we have forgotten that it was nearly two generations ago where people stood outside to breathlessly see a then-technological achievement , even though it was from the russians ?",pos
0,cv048,16828,7,"it sounds hokey , but when that scene occurs near the beginning of _october sky_ , i found myself caught up with the enthusiasm of homer hickam , played by jake gyllenhaal .",pos
0,cv048,16828,8,"determined to make a dent in the space race , he becomes transfixed with his desire to make a rocket that could fly like the best of them .",pos
0,cv048,16828,9,it is films like this that we know the ending as we buy the ticket .,pos
0,cv048,16828,10,"when lovely teacher miss riley ( played by laura dern ) , suggests that he enters his findings into the national science fair , we know exactly who is going to win .",pos
0,cv048,16828,11,but the joy in a film like this is in the little details .,pos
0,cv048,16828,12,"for example , homer is clearly not the strongest student in his class .",pos
0,cv048,16828,13,"if he has any strengths whatsoever , it is an undeterring vision , and a good organizer .",pos
0,cv048,16828,14,"it means that he may have to lose his reputation by associating with the nerdiest kid in school , who knows more about rocket science than he does .",pos
0,cv048,16828,15,"it means that if his father forbids him to shoot rockets on company property ( that is , the entire coal-mining town ) , he must walk eight miles one way , just to set up the rockets , which will fail , fail , fail , and fail again .",pos
0,cv048,16828,16,"homer+s dad is played by chris cooper , a favorite actor of mine since _lone star_ .",pos
0,cv048,16828,17,"here he plays the antithesis of the character he played in _matewan_ : instead of organizing union rallies , he is the head of the coal-miners , who is constantly wringing his hands against the unions .",pos
0,cv048,16828,18,this is will be one of the great unnoticed performances of the year : note how multi-dimensional his character is .,pos
0,cv048,16828,19,"he is his son+s last nemesis , as one who most likely interferes with his son+s dreams .",pos
0,cv048,16828,20,"but he truly loves his son , and wants to see him succeed the only way he knows how .",pos
0,cv048,16828,21,through coal-mining .,pos
0,cv048,16828,22,"because of his character , we can see how far we+ve come .",pos
0,cv048,16828,23,the revolution of modern technology has allowed for us to see society advanced at a rate far faster than any generation before us .,pos
0,cv048,16828,24,we don+t understand that there were the generations from the industrial revolution who knew of no other way to raise a family .,pos
0,cv048,16828,25,"the paradigm was shifting under the father+s feet , and he knew of no other life .",pos
0,cv048,16828,26,"so _october sky_ , far from being merely a feel-good inspirational film , offers much food for thought .",pos
0,cv048,16828,27,and this is the best type of inspirational film ; the one that you take something with you .,pos
0,cv048,16828,28,"btw , the final image of the film is just as simple , is as strong a contrast as the aforementioned horizontal-moving white dot against the night-sky background .",pos
0,cv048,16828,29,"another commonplace image , to be sure , but it must have been breathtaking forty years ago .",pos
0,cv049,20471,0,warning : contains what the matrix is .,pos
0,cv049,20471,1,rated r for sci-fi violence .,pos
0,cv049,20471,2,"starring : keanu reeves , laurence fishburne , joe panteliano",pos
0,cv049,20471,3,some may be disappointed with the matrix .,pos
0,cv049,20471,4,i'll tell you i was .,pos
0,cv049,20471,5,i sat there and sat there and sat there waiting for something to happen .,pos
0,cv049,20471,6,"now wait wait , i know most of you loved it , and i'm not saying i didn't like it .",pos
0,cv049,20471,7,what i'm saying is the first half was extremely slow .,pos
0,cv049,20471,8,now seeing the trailer it makes you think the whole entire movie is one big special effects show .,pos
0,cv049,20471,9,"don't be fooled , this movie has a big story .",pos
0,cv049,20471,10,and big chunks of talky moments .,pos
0,cv049,20471,11,"but i will admit the special effects and the acting were above par , deserving the rating above .",pos
0,cv049,20471,12,ok now to the story .,pos
0,cv049,20471,13,well this may take a while .,pos
0,cv049,20471,14,"ok first of all , our world we live in now , is not the real world , actually we live inside a computer generated world known as the matrix .",pos
0,cv049,20471,15,"a man played by keanu reeves is about to find that out , when is kidnapped and almost coaxed to go into the real world .",pos
0,cv049,20471,16,"he does so , and finds out that he can do anything , be anything he wants to be .",pos
0,cv049,20471,17,"but he has to fight a 'matrix skipping' bad guy , who wants to send him back to his own world or destroy him .",pos
0,cv049,20471,18,"laurence fishburne , his guide of sorts plays his character well as does keanu reeves .",pos
0,cv049,20471,19,but i sat in the theatre for over and hour wondering where all the special effects were .,pos
0,cv049,20471,20,yeah there were some in the first half but not enough .,pos
0,cv049,20471,21,the trailer for this movie was really decieving making people think that this was a special effects laden movie .,pos
0,cv049,20471,22,"now for the second half , it is explosive , and saves the movie .",pos
0,cv049,20471,23,some of the special effects and fighting were breathtaking .,pos
0,cv049,20471,24,"the sound , the music , and all the effects were effective , and the last hour kept us entertained .",pos
0,cv049,20471,25,"but with a running time of 2 hours and 20 minutes , this movie is at least 40 minutes too long .",pos
0,cv049,20471,26,"one would have wished for a better 'matrix' , but i do have to say , i did like it and i was entertained .",pos
0,cv050,11175,0,"national lampoon's animal house , made in 1978 and set in 1962 , remains one of the -- no , fuck that noise -- * the * funniest movie ever made .",pos
0,cv050,11175,1,"and this isn't just my opinion , either ; everybody knows this , and that's why about a gazillion inferior rip-offs have been made , trying to duplicate its success .",pos
0,cv050,11175,2,( pcu anyone ?,pos
0,cv050,11175,3,and the first person to bring up glory daze gets decked . ),pos
0,cv050,11175,4,"animal house takes place at the fictional faber college , circa 1962 , where the omega frat calls the shots .",pos
0,cv050,11175,5,"these guys are wholesome , clean-cut , model-citizens . . .",pos
0,cv050,11175,6,i . e .,pos
0,cv050,11175,7,a bunch of assholes .,pos
0,cv050,11175,8,"greg , their leader , is going out with mandy pepperidge , but since the silly bastard doesn't believe in pre-marital sex , their relationship never goes further than a quick jack-off under the stars .",pos
0,cv050,11175,9,"neidermeyer is the supreme-bozo of the bunch , walking around with his dick out kicking freshman ass and trying to impress the muff .",pos
0,cv050,11175,10,"also hanging around these losers is babs , future universal studios employee and serious bitch .",pos
0,cv050,11175,11,"now let's just take a peak next door , at the delta house .",pos
0,cv050,11175,12,"over here , anything goes : you wanna throw shit out the window ?",pos
0,cv050,11175,13,okay .,pos
0,cv050,11175,14,you wanna crush a bunch of beer cans on your forehead and pour honey-mustard all over your chest ?,pos
0,cv050,11175,15,go right ahead .,pos
0,cv050,11175,16,the frat's leaders are otter and boon ( tim matheson and peter riegert ) .,pos
0,cv050,11175,17,"otter is the ladies' man , going out with another girl every night , and boon is the comedian .",pos
0,cv050,11175,18,"he's got a steady-date , katy ( karen allen ) , but she's sick of playing second-fiddle to a bottle of j . d .",pos
0,cv050,11175,19,"then there are the others : pinto , a wimp ; flounder , a blimp ; d . day , a biker ; stork , who may or may not have brain-damage ; and last but not least . . .",pos
0,cv050,11175,20,bluto !,pos
0,cv050,11175,21,"bluto , played by the late , great john belushi , is the man .",pos
0,cv050,11175,22,"he's the kind of guy who slugs back entire fifths of whiskey then proclaim , "" i needed that . """,pos
0,cv050,11175,23,"the kind of guy who puts a cream-filled snowball into his mouth , puffs up his cheeks and spits it out , and then says "" i'm a zit -- get it ? """,pos
0,cv050,11175,24,the story is as follows : the omegas are getting the deltas kicked off campus .,pos
0,cv050,11175,25,"the deltas , knowing that fighting the omegas is stupid , decide to go out with style , throwing a wild toga party and ruining the homecoming parade .",pos
0,cv050,11175,26,this is the fucnniest movie int he history of the world .,pos
0,cv050,11175,27,do yourself a favor and go see it .,pos
0,cv051,10306,0,"every year , hollywood crowns a new "" it boy "" --a young actor pegged for major movie stardom .",pos
0,cv051,10306,1,"inheriting the mantle from last year's "" winner , "" matthew mcconaughey , is matt damon , and , like mcconaughey , he proves to be more than just a fresh young face , as evidenced in two radically different projects currently in release--john grisham's the rainmaker and good will hunting .",pos
0,cv051,10306,2,"damon has his first major starring role , a la mcconaughey , in a john grisham adaptation--in this case , francis ford coppola's take on the rainmaker .",pos
0,cv051,10306,3,"damon plays wet-behind-the-ears attorney rudy baylor , who , immediately after passing the bar exam , finds himself representing the mother ( mary kay place ) of a terminally ill young man ( john whitworth ) in a big-league suit against a negligent insurance company .",pos
0,cv051,10306,4,"while rudy's ( and the film's ) main concern is this case , he also finds time to protect a young wife ( claire danes ) from her abusive husband ( melrose placer andrew shue , in a mercifully brief role ) .",pos
0,cv051,10306,5,"written for the screen and directed by coppola , the rainmaker is the best grisham film yet mostly because it does not take itself too seriously .",pos
0,cv051,10306,6,"coppola's most notable--and effective--contribution to the tried-and-true grisham formula is a sense of humor about itself , which largely comes in the presence of danny devito ( as rudy's unlicensed co-counsel ) and golden globe nominee jon voight ( as the insurance company's hotshot attorney ) .",pos
0,cv051,10306,7,"the inclusion of the battered wife subplot feels rather superfluous , but danes is as superb as always .",pos
0,cv051,10306,8,"then , of course , there is damon , who nicely juggles the weighty ( the insurance case , the spousal abuse ) and the humorous ( rudy's often comical naivete ) requirements of his role without missing a beat .",pos
0,cv051,10306,9,"as good as he is in the rainmaker , damon showcases the depth of his talent in good will hunting , directed by gus van sant and written by actor ben affleck and damon himself .",pos
0,cv051,10306,10,"damon plays the title character , will hunting , a troubled young construction worker/janitor at mit who also happens to be a supergenius .",pos
0,cv051,10306,11,"in an attempt to steer this brilliant young mind in the right direction , an mit math professor ( stellan skarsgard ) taps his old college friend , community college psychologist sean mcguire ( robin williams ) , to counsel the abrasive , standoffish will and try to help him come to terms with his turbulent life .",pos
0,cv051,10306,12,"good will hunting is the touchy-feely enterprise its plot synopsis suggests , but to simply dismiss it as that would be to discount the true emotional chords affleck and damon's intelligent script touches .",pos
0,cv051,10306,13,"even though no one ( and , if so , _very_ few people ) can directly relate to will's burden of superhuman intelligence , the insecurities he suffers are universal .",pos
0,cv051,10306,14,the material is brought to life by the terrific ensemble of actors .,pos
0,cv051,10306,15,"williams delivers a nice dramatic turn ; affleck , a hot up-and-coming actor himself ( chasing amy ) , turns up in a warm and charming performance as will's best friend ; and the ever-appealing minnie driver shines as will's harvard-schooled love interest .",pos
0,cv051,10306,16,"the clear standout in the cast , though , is damon , who bravely does not soften will's prickly nature but has such a natural ease with the audience that it is hard _not_ to care for him .",pos
0,cv051,10306,17,"so many names come and go with the fluctuations of the hollywood hype machine , but based on his impressive work in john grisham's the rainmaker and especially good will hunting , it is a safe bet that matt damon is one name we will be hearing a lot more of in the years to come .",pos
0,cv052,29378,0,synopsis : leonard shelby ( pearce ) is a former insurance investigator on the trail of the man who killed his wife .,pos
0,cv052,29378,1,"leonard has only a few clues to the murderer's identity ; to make matters worse , he suffers from a condition which inhibits the creation of short-term memories , meaning that leonard is always forgetting what happened just minutes earlier .",pos
0,cv052,29378,2,"because of this , leonard is forced to rely on notes he leaves for himself .",pos
0,cv052,29378,3,""" memento "" traces the investigation back in time from its apparent culmination .",pos
0,cv052,29378,4,"review : "" memento "" is the sort of movie i wish i'd written ; i can think of no higher praise than that .",pos
0,cv052,29378,5,"i am envious that nolan has concocted such a brilliant , involved , original movie as this .",pos
0,cv052,29378,6,"an instant film noir classic , "" memento "" is virtually flawless .",pos
0,cv052,29378,7,the script is unlike any i have ever seen -- a notable achievement in these days of recycled hollywood homogeneity .,pos
0,cv052,29378,8,"although the idea of starting at the "" conclusion "" of the plotline and then moving backward in time to the "" start "" is not entirely new , never before have i witnessed it executed with such flair and coherence .",pos
0,cv052,29378,9,""" memento "" is endlessly exciting and inventive , a rare story which keeps the viewers guessing during the film itself , and mulling over its connotations long after leaving the theatre .",pos
0,cv052,29378,10,and it is not merely an exercise in cerebrality ; there is plenty of action and an unexpected dose of humour to keep the proceedings lively .,pos
0,cv052,29378,11,"nolan's direction is equally effective , never losing its crispness and clarity despite "" memento "" 's challenging gimmick .",pos
0,cv052,29378,12,"and to top everything off , all the performances rise to the occasion .",pos
0,cv052,29378,13,pierce is terrific as the troubled leonard ; moss shows great range as enigmatic natalie ; and pantoliano's teddy achieves a splendidly affable yet sinister quality .,pos
0,cv052,29378,14,""" memento "" may be the year's best screenplay , and is certainly amongst the top theatrical attractions of 2001 .",pos
0,cv053,21822,0,"earth is a harsh , unconsoling drama about the time when india gained independence from britain and the ensuing turmoil that engulfed the subcontinent .",pos
